0.000,0.000,1.045,0.000,35.633,0.000,0.045,0.000,36.723

lap,curlap_eval,alllaps_eval,curlap_localexpansion,alllaps_localexpansion,curlap_plan,alllaps_plan,curlap_total,alllaps_total
1.000,0.000,1.045,0.000,35.633,0.001,0.046,0.001,36.724

2.000,0.000,1.045,0.000,35.633,0.001,0.047,0.001,36.725

3.000,0.000,1.045,0.000,35.633,0.000,0.047,0.000,36.725

4.000,0.063,1.108,4.336,39.969,0.002,0.049,4.401,41.127

5.000,0.073,1.181,3.652,43.621,0.002,0.051,3.727,44.853

6.000,0.125,1.306,4.500,48.122,0.001,0.052,4.627,49.480

7.000,0.090,1.396,3.803,51.924,0.001,0.053,3.894,53.374

8.000,0.111,1.507,3.440,55.365,0.001,0.054,3.552,56.925

9.000,0.078,1.584,3.702,59.067,0.002,0.056,3.782,60.707

10.000,0.072,1.656,3.917,62.983,0.001,0.057,3.990,64.697

11.000,0.072,1.728,4.090,67.073,0.000,0.057,4.162,68.859

12.000,0.088,1.816,4.504,71.577,0.001,0.058,4.593,73.452

13.000,0.066,1.882,3.563,75.140,0.001,0.059,3.630,77.081

14.000,0.052,1.934,3.847,78.987,0.001,0.060,3.900,80.981

15.000,0.052,1.986,3.423,82.410,0.001,0.061,3.476,84.458

16.000,0.086,2.072,4.234,86.645,0.001,0.062,4.321,88.779

17.000,0.086,2.158,3.463,90.108,0.001,0.063,3.550,92.329

18.000,0.062,2.220,3.566,93.674,0.001,0.064,3.629,95.958

19.000,0.047,2.267,3.302,96.975,0.001,0.065,3.350,99.308

20.000,0.066,2.333,3.881,100.856,0.001,0.066,3.948,103.256

21.000,0.044,2.378,3.279,104.135,0.001,0.067,3.324,106.580

22.000,0.086,2.464,4.467,108.602,0.001,0.068,4.554,111.134

23.000,0.078,2.541,3.988,112.589,0.001,0.069,4.066,115.200

24.000,0.082,2.623,3.870,116.460,0.002,0.071,3.954,119.154

25.000,0.085,2.708,4.082,120.542,0.001,0.072,4.168,123.322

26.000,0.082,2.790,3.935,124.477,0.001,0.073,4.018,127.340

27.000,0.094,2.884,3.592,128.068,0.001,0.074,3.686,131.027

28.000,0.080,2.964,3.813,131.881,0.001,0.075,3.894,134.921

29.000,0.049,3.014,4.053,135.935,0.001,0.076,4.104,139.024

30.000,0.101,3.114,3.343,139.277,0.001,0.077,3.445,142.469

31.000,0.060,3.174,3.351,142.628,0.001,0.078,3.412,145.881

32.000,0.057,3.231,3.626,146.254,0.002,0.080,3.685,149.566

33.000,0.063,3.294,3.959,150.213,0.001,0.081,4.023,153.589

34.000,0.076,3.370,4.228,154.441,0.001,0.082,4.305,157.893

35.000,0.081,3.451,5.185,159.626,0.001,0.083,5.266,163.160

36.000,0.059,3.509,4.457,164.083,0.001,0.084,4.517,167.677

