0.000,0.000,6.306,0.000,39.888,0.000,2.992,0.000,49.187

lap,curlap_eval,alllaps_eval,curlap_localexpansion,alllaps_localexpansion,curlap_plan,alllaps_plan,curlap_total,alllaps_total
1.000,0.255,6.561,0.000,39.888,0.002,2.994,0.257,49.444

2.000,0.255,6.816,0.000,39.888,0.001,2.995,0.256,49.700

3.000,0.243,7.059,0.000,39.888,0.001,2.996,0.244,49.944

4.000,0.241,7.300,0.000,39.888,0.173,3.170,0.414,50.358

5.000,0.202,7.502,0.000,39.888,0.172,3.342,0.374,50.733

6.000,0.230,7.732,0.000,39.888,0.157,3.498,0.387,51.119

7.000,0.205,7.938,0.000,39.888,0.167,3.665,0.372,51.492

8.000,0.243,8.181,0.000,39.888,0.161,3.826,0.404,51.895

9.000,0.244,8.425,0.000,39.888,0.162,3.988,0.406,52.301

10.000,0.222,8.647,0.000,39.888,0.160,4.147,0.382,52.683

11.000,0.289,8.937,0.000,39.888,0.156,4.303,0.445,53.128

12.000,0.262,9.198,0.000,39.888,0.153,4.455,0.414,53.542

13.000,0.151,9.350,0.000,39.888,0.152,4.607,0.303,53.845

14.000,0.188,9.538,0.000,39.888,0.163,4.770,0.352,54.197

15.000,0.176,9.714,0.000,39.888,0.164,4.934,0.340,54.537

16.000,0.234,9.948,0.000,39.888,0.166,5.100,0.400,54.936

17.000,0.215,10.163,0.000,39.888,0.168,5.267,0.383,55.319

18.000,0.187,10.350,0.000,39.888,0.164,5.431,0.350,55.669

19.000,0.196,10.546,0.000,39.888,0.156,5.587,0.352,56.022

20.000,0.222,10.768,0.000,39.888,0.161,5.748,0.383,56.404

21.000,0.187,10.956,0.000,39.888,0.158,5.905,0.345,56.750

22.000,0.241,11.197,0.000,39.888,0.165,6.071,0.406,57.156

23.000,0.176,11.372,0.000,39.888,0.159,6.230,0.335,57.490

24.000,0.177,11.550,0.000,39.888,0.162,6.392,0.340,57.830

25.000,0.198,11.748,0.000,39.888,0.160,6.552,0.358,58.188

26.000,0.210,11.957,0.000,39.888,0.159,6.711,0.369,58.557

27.000,0.193,12.150,0.000,39.888,0.159,6.869,0.352,58.908

28.000,0.251,12.401,0.000,39.888,0.158,7.027,0.408,59.317

29.000,0.222,12.623,0.000,39.888,0.152,7.180,0.374,59.691

30.000,0.182,12.805,0.000,39.888,0.162,7.341,0.344,60.035

31.000,0.158,12.963,0.000,39.888,0.169,7.510,0.327,60.362

32.000,0.307,13.270,0.000,39.888,0.169,7.679,0.475,60.837

33.000,0.230,13.500,0.000,39.888,0.167,7.846,0.397,61.235

34.000,0.222,13.723,0.000,39.888,0.165,8.010,0.387,61.621

35.000,0.247,13.970,0.000,39.888,0.155,8.166,0.402,62.024

36.000,0.303,14.273,0.000,39.888,0.173,8.338,0.475,62.499

