0.000,0.000,0.024,0.000,12.203,0.000,0.168,0.000,0.111,0.000,0.066,0.000,12.571

lap,curlap_alloc,alllaps_alloc,curlap_ev,alllaps_ev,curlap_fastfwdSS,alllaps_fastfwdSS,curlap_increment,alllaps_increment,curlap_obs,alllaps_obs,curlap_total,alllaps_total
1.000,0.000,0.024,0.559,12.762,0.000,0.168,0.002,0.113,0.003,0.069,0.564,13.135

2.000,0.000,0.024,1.052,13.814,0.005,0.173,0.001,0.114,0.004,0.073,1.062,14.197

3.000,0.000,0.024,0.651,14.465,0.007,0.180,0.003,0.117,0.002,0.075,0.663,14.861

4.000,0.000,0.024,0.510,14.975,0.004,0.184,0.003,0.120,0.002,0.077,0.519,15.379

5.000,0.002,0.026,0.501,15.476,0.009,0.193,0.004,0.124,0.002,0.079,0.518,15.897

6.000,0.000,0.026,0.530,16.006,0.017,0.210,0.003,0.127,0.002,0.081,0.552,16.449

7.000,0.001,0.027,0.484,16.489,0.004,0.214,0.005,0.132,0.004,0.085,0.498,16.947

8.000,0.000,0.027,0.500,16.990,0.002,0.216,0.003,0.135,0.005,0.090,0.510,17.457

9.000,0.000,0.027,0.535,17.525,0.004,0.220,0.004,0.139,0.004,0.094,0.547,18.004

10.000,0.000,0.027,0.672,18.196,0.002,0.222,0.003,0.142,0.004,0.098,0.681,18.685

11.000,0.000,0.027,0.710,18.906,0.002,0.224,0.005,0.147,0.003,0.101,0.720,19.405

12.000,0.001,0.028,0.500,19.406,0.003,0.227,0.002,0.149,0.003,0.104,0.509,19.914

13.000,0.000,0.028,0.514,19.920,0.002,0.229,0.006,0.155,0.001,0.105,0.523,20.437

14.000,0.002,0.030,0.427,20.347,0.003,0.232,0.004,0.159,0.003,0.108,0.439,20.875

15.000,0.001,0.031,0.665,21.012,0.002,0.233,0.004,0.163,0.002,0.110,0.673,21.548

16.000,0.001,0.032,0.566,21.578,0.003,0.236,0.007,0.170,0.002,0.112,0.579,22.128

17.000,0.001,0.033,0.586,22.163,0.001,0.237,0.003,0.173,0.002,0.114,0.593,22.720

18.000,0.001,0.034,0.567,22.730,0.005,0.242,0.003,0.176,0.002,0.116,0.578,23.298

19.000,0.000,0.034,0.490,23.220,0.001,0.243,0.004,0.180,0.001,0.117,0.496,23.794

20.000,0.001,0.035,0.546,23.767,0.003,0.246,0.004,0.184,0.003,0.120,0.557,24.352

21.000,0.001,0.036,0.443,24.210,0.002,0.248,0.005,0.189,0.003,0.123,0.454,24.806

22.000,0.000,0.036,0.654,24.864,0.002,0.250,0.007,0.196,0.002,0.125,0.665,25.471

23.000,0.000,0.036,0.549,25.413,0.003,0.253,0.007,0.203,0.000,0.125,0.559,26.030

24.000,0.000,0.036,0.421,25.834,0.002,0.255,0.005,0.208,0.002,0.127,0.430,26.460

25.000,0.001,0.037,0.504,26.338,0.001,0.256,0.003,0.211,0.003,0.130,0.512,26.972

26.000,0.000,0.037,0.546,26.883,0.003,0.259,0.003,0.214,0.003,0.133,0.555,27.527

27.000,0.001,0.038,0.583,27.466,0.002,0.261,0.004,0.218,0.005,0.138,0.595,28.121

28.000,0.001,0.039,0.558,28.024,0.003,0.264,0.003,0.221,0.003,0.141,0.568,28.689

29.000,0.001,0.040,0.594,28.619,0.003,0.267,0.001,0.222,0.003,0.144,0.602,29.292

30.000,0.001,0.041,0.482,29.100,0.002,0.269,0.004,0.226,0.003,0.147,0.491,29.783

31.000,0.001,0.042,0.581,29.681,0.000,0.269,0.006,0.232,0.001,0.148,0.589,30.372

32.000,0.000,0.042,0.543,30.224,0.002,0.272,0.004,0.236,0.003,0.151,0.553,30.925

33.000,0.001,0.043,0.574,30.798,0.003,0.275,0.004,0.240,0.002,0.153,0.584,31.509

34.000,0.000,0.043,0.585,31.384,0.001,0.276,0.005,0.245,0.001,0.154,0.593,32.102

35.000,0.001,0.044,0.675,32.058,0.001,0.277,0.004,0.249,0.002,0.156,0.683,32.784

36.000,0.002,0.046,0.739,32.797,0.005,0.282,0.004,0.253,0.004,0.160,0.754,33.538

