0.000,0.000,1.281,0.000,0.046,0.000,1.327

lap,curlap_eval,alllaps_eval,curlap_plan,alllaps_plan,curlap_total,alllaps_total
1.000,0.000,1.281,0.001,0.047,0.001,1.328

2.000,0.000,1.281,0.001,0.048,0.001,1.329

3.000,0.000,1.281,0.001,0.049,0.001,1.330

4.000,0.513,1.794,0.005,0.054,0.518,1.848

5.000,0.675,2.469,0.003,0.057,0.678,2.526

6.000,0.455,2.924,0.005,0.062,0.460,2.986

7.000,0.284,3.208,0.002,0.064,0.286,3.272

8.000,0.515,3.723,0.003,0.067,0.518,3.790

9.000,0.364,4.087,0.002,0.069,0.366,4.156

10.000,0.226,4.313,0.002,0.071,0.228,4.384

11.000,0.306,4.619,0.002,0.073,0.308,4.692

12.000,0.065,4.683,0.001,0.074,0.066,4.758

13.000,0.377,5.061,0.003,0.077,0.380,5.138

14.000,0.209,5.269,0.002,0.079,0.211,5.348

15.000,0.167,5.436,0.001,0.080,0.168,5.516

16.000,0.055,5.490,0.000,0.080,0.055,5.571

17.000,0.172,5.662,0.001,0.081,0.173,5.744

18.000,0.000,5.662,0.001,0.082,0.001,5.745

19.000,0.373,6.035,0.003,0.085,0.376,6.121

20.000,0.184,6.219,0.002,0.087,0.186,6.307

21.000,0.196,6.415,0.001,0.088,0.197,6.503

22.000,0.067,6.482,0.001,0.089,0.068,6.571

23.000,0.176,6.657,0.002,0.091,0.178,6.749

24.000,0.000,6.657,0.001,0.092,0.001,6.750

25.000,0.369,7.026,0.003,0.095,0.372,7.122

26.000,0.225,7.252,0.001,0.096,0.226,7.348

27.000,0.126,7.377,0.001,0.098,0.127,7.475

28.000,0.067,7.444,0.001,0.099,0.068,7.543

29.000,0.180,7.624,0.002,0.101,0.182,7.725

30.000,0.000,7.624,0.001,0.102,0.001,7.726

31.000,0.376,8.000,0.002,0.104,0.378,8.104

32.000,0.254,8.254,0.001,0.105,0.255,8.358

33.000,0.124,8.377,0.001,0.106,0.125,8.483

34.000,0.040,8.418,0.001,0.107,0.041,8.524

35.000,0.165,8.582,0.002,0.109,0.167,8.691

36.000,0.000,8.582,0.002,0.111,0.002,8.693

