0.000,0.000,0.004,0.019,0.325,0.019,0.329

lap,curlap_loadbatch,alllaps_loadbatch,curlap_saveparams,alllaps_saveparams,curlap_total,alllaps_total
1.000,0.000,0.004,0.031,0.356,0.031,0.360

2.000,0.000,0.004,0.007,0.363,0.007,0.367

3.000,0.000,0.004,0.000,0.363,0.000,0.367

4.000,0.000,0.004,0.007,0.370,0.007,0.374

5.000,0.000,0.004,0.008,0.378,0.008,0.382

6.000,0.000,0.004,0.000,0.378,0.000,0.382

7.000,0.000,0.004,0.000,0.378,0.000,0.382

8.000,0.000,0.004,0.007,0.385,0.007,0.389

9.000,0.000,0.004,0.000,0.385,0.000,0.389

10.000,0.000,0.004,0.008,0.393,0.008,0.397

11.000,0.000,0.004,0.000,0.393,0.000,0.397

12.000,0.000,0.004,0.000,0.393,0.000,0.397

13.000,0.000,0.004,0.000,0.393,0.000,0.397

14.000,0.000,0.004,0.000,0.393,0.000,0.397

15.000,0.000,0.004,0.006,0.400,0.006,0.404

16.000,0.000,0.004,0.000,0.400,0.000,0.404

17.000,0.000,0.004,0.000,0.400,0.000,0.404

18.000,0.000,0.004,0.000,0.400,0.000,0.404

19.000,0.000,0.004,0.000,0.400,0.000,0.404

20.000,0.000,0.004,0.008,0.408,0.008,0.412

21.000,0.000,0.004,0.000,0.408,0.000,0.412

22.000,0.000,0.004,0.000,0.408,0.000,0.412

23.000,0.000,0.004,0.000,0.408,0.000,0.412

24.000,0.000,0.004,0.000,0.408,0.000,0.412

25.000,0.000,0.004,0.087,0.495,0.087,0.499

26.000,0.000,0.004,0.000,0.495,0.000,0.499

27.000,0.000,0.004,0.000,0.495,0.000,0.499

28.000,0.000,0.004,0.000,0.495,0.000,0.499

29.000,0.000,0.004,0.000,0.495,0.000,0.499

30.000,0.000,0.004,0.008,0.503,0.008,0.507

31.000,0.000,0.004,0.000,0.503,0.000,0.507

32.000,0.000,0.004,0.000,0.503,0.000,0.507

33.000,0.000,0.004,0.000,0.503,0.000,0.507

34.000,0.000,0.004,0.000,0.503,0.000,0.507

35.000,0.000,0.004,0.034,0.537,0.034,0.541

36.000,0.000,0.004,0.000,0.537,0.000,0.541

37.000,0.000,0.004,0.000,0.537,0.000,0.541

38.000,0.000,0.004,0.000,0.537,0.000,0.541

39.000,0.000,0.004,0.000,0.537,0.000,0.541

40.000,0.000,0.004,0.009,0.546,0.009,0.550

41.000,0.000,0.004,0.000,0.546,0.000,0.550

42.000,0.000,0.004,0.000,0.546,0.000,0.550

43.000,0.000,0.004,0.000,0.546,0.000,0.550

44.000,0.000,0.004,0.000,0.546,0.000,0.550

45.000,0.000,0.004,0.007,0.553,0.007,0.557

46.000,0.000,0.004,0.000,0.553,0.000,0.557

47.000,0.000,0.004,0.000,0.553,0.000,0.557

48.000,0.000,0.004,0.000,0.553,0.000,0.557

49.000,0.000,0.004,0.000,0.553,0.000,0.557

