0.000,0.000,14.273,0.000,39.888,0.000,8.338,0.000,62.499

lap,curlap_eval,alllaps_eval,curlap_localexpansion,alllaps_localexpansion,curlap_plan,alllaps_plan,curlap_total,alllaps_total
1.000,0.207,14.480,0.000,39.888,0.002,8.340,0.209,62.708

2.000,0.210,14.690,0.000,39.888,0.002,8.342,0.212,62.920

3.000,0.262,14.952,0.000,39.888,0.003,8.345,0.265,63.185

4.000,0.251,15.203,0.000,39.888,0.183,8.528,0.434,63.619

5.000,0.162,15.365,0.000,39.888,0.181,8.709,0.343,63.962

6.000,0.226,15.591,0.000,39.888,0.172,8.880,0.398,64.360

7.000,0.278,15.869,0.000,39.888,0.177,9.057,0.455,64.814

8.000,0.248,16.117,0.000,39.888,0.180,9.237,0.428,65.242

9.000,0.237,16.354,0.000,39.888,0.175,9.412,0.412,65.654

10.000,0.206,16.560,0.000,39.888,0.165,9.577,0.371,66.025

11.000,0.235,16.795,0.000,39.888,0.182,9.759,0.417,66.443

12.000,0.298,17.093,0.000,39.888,0.180,9.939,0.478,66.921

13.000,0.211,17.305,0.000,39.888,0.184,10.123,0.395,67.316

14.000,0.199,17.504,0.000,39.888,0.181,10.303,0.380,67.696

15.000,0.246,17.750,0.000,39.888,0.183,10.487,0.429,68.125

16.000,0.341,18.091,0.000,39.888,0.176,10.663,0.517,68.642

17.000,0.182,18.273,0.000,39.888,0.171,10.834,0.353,68.995

18.000,0.214,18.488,0.000,39.888,0.188,11.022,0.402,69.398

19.000,0.175,18.663,0.000,39.888,0.184,11.205,0.359,69.756

20.000,0.267,18.930,0.000,39.888,0.166,11.372,0.433,70.190

21.000,0.233,19.163,0.000,39.888,0.179,11.550,0.412,70.602

22.000,0.257,19.421,0.000,39.888,0.262,11.812,0.520,71.122

23.000,0.225,19.646,0.000,39.888,0.214,12.026,0.439,71.560

24.000,0.265,19.910,0.000,39.888,0.240,12.267,0.505,72.065

25.000,0.186,20.097,0.000,39.888,0.218,12.485,0.405,72.470

26.000,0.298,20.395,0.000,39.888,0.193,12.678,0.491,72.961

27.000,0.207,20.602,0.000,39.888,0.173,12.850,0.380,73.341

28.000,0.224,20.826,0.000,39.888,0.184,13.034,0.408,73.748

29.000,0.270,21.096,0.000,39.888,0.172,13.206,0.442,74.190

30.000,0.212,21.308,0.000,39.888,0.176,13.382,0.388,74.578

31.000,0.228,21.536,0.000,39.888,0.170,13.552,0.398,74.976

32.000,0.269,21.804,0.000,39.888,0.169,13.721,0.437,75.413

33.000,0.197,22.001,0.000,39.888,0.167,13.888,0.364,75.777

34.000,0.219,22.221,0.000,39.888,0.167,14.055,0.387,76.164

35.000,0.176,22.397,0.000,39.888,0.191,14.246,0.367,76.531

36.000,0.238,22.634,0.000,39.888,0.210,14.457,0.448,76.979

37.000,0.274,22.909,0.000,39.888,0.193,14.649,0.467,77.446

38.000,0.258,23.167,0.000,39.888,0.227,14.876,0.485,77.931

39.000,0.238,23.405,0.000,39.888,0.172,15.048,0.410,78.341

40.000,0.196,23.601,0.000,39.888,0.203,15.250,0.398,78.739

41.000,0.229,23.829,0.000,39.888,0.206,15.457,0.435,79.175

42.000,0.210,24.039,0.000,39.888,0.181,15.637,0.391,79.565

43.000,0.232,24.272,0.000,39.888,0.183,15.821,0.416,79.981

44.000,0.216,24.487,0.000,39.888,0.178,15.999,0.393,80.374

45.000,0.244,24.731,0.000,39.888,0.168,16.167,0.412,80.786

46.000,0.262,24.993,0.000,39.888,0.176,16.343,0.438,81.224

47.000,0.252,25.245,0.000,39.888,0.179,16.521,0.431,81.655

48.000,0.247,25.492,0.000,39.888,0.175,16.696,0.422,82.077

49.000,0.277,25.770,0.000,39.888,0.178,16.875,0.456,82.533

50.000,0.311,26.080,0.000,39.888,0.181,17.055,0.492,83.024

51.000,0.239,26.319,0.000,39.888,0.173,17.228,0.411,83.436

52.000,0.249,26.568,0.000,39.888,0.175,17.404,0.424,83.860

53.000,0.278,26.846,0.000,39.888,0.173,17.577,0.451,84.311

54.000,0.277,27.123,0.000,39.888,0.176,17.752,0.453,84.763

55.000,0.157,27.279,0.000,39.888,0.166,17.918,0.323,85.086

56.000,0.234,27.513,0.000,39.888,0.173,18.091,0.406,85.493

57.000,0.193,27.707,0.000,39.888,0.171,18.262,0.364,85.857

58.000,0.294,28.000,0.000,39.888,0.170,18.432,0.464,86.321

59.000,0.203,28.204,0.000,39.888,0.177,18.609,0.381,86.702

60.000,0.227,28.431,0.000,39.888,0.173,18.783,0.400,87.102

61.000,0.150,28.581,0.000,39.888,0.168,18.951,0.318,87.420

62.000,0.267,28.848,0.000,39.888,0.166,19.117,0.433,87.853

63.000,0.215,29.062,0.000,39.888,0.171,19.288,0.385,88.239

64.000,0.206,29.269,0.000,39.888,0.176,19.464,0.382,88.621

65.000,0.235,29.504,0.000,39.888,0.168,19.632,0.403,89.024

66.000,0.233,29.737,0.000,39.888,0.187,19.819,0.420,89.444

67.000,0.256,29.993,0.000,39.888,0.181,20.000,0.436,89.881

68.000,0.193,30.186,0.000,39.888,0.177,20.177,0.371,90.251

69.000,0.273,30.459,0.000,39.888,0.178,20.355,0.450,90.702

70.000,0.209,30.668,0.000,39.888,0.184,20.538,0.392,91.094

71.000,0.364,31.031,0.000,39.888,0.172,20.710,0.535,91.630

72.000,0.220,31.251,0.000,39.888,0.186,20.896,0.406,92.035

73.000,0.259,31.510,0.000,39.888,0.172,21.068,0.431,92.466

74.000,0.220,31.730,0.000,39.888,0.178,21.246,0.398,92.864

75.000,0.339,32.068,0.000,39.888,0.176,21.422,0.514,93.379

76.000,0.253,32.321,0.000,39.888,0.180,21.601,0.433,93.811

77.000,0.253,32.574,0.000,39.888,0.171,21.773,0.424,94.235

78.000,0.188,32.763,0.000,39.888,0.172,21.945,0.361,94.596

79.000,0.243,33.006,0.000,39.888,0.184,22.129,0.427,95.023

80.000,0.273,33.279,0.000,39.888,0.174,22.303,0.447,95.471

81.000,0.226,33.506,0.000,39.888,0.175,22.478,0.401,95.872

82.000,0.234,33.740,0.000,39.888,0.176,22.654,0.410,96.282

83.000,0.270,34.010,0.000,39.888,0.173,22.827,0.443,96.725

84.000,0.289,34.299,0.000,39.888,0.168,22.994,0.457,97.182

85.000,0.252,34.551,0.000,39.888,0.178,23.172,0.430,97.611

86.000,0.210,34.760,0.000,39.888,0.185,23.357,0.395,98.006

87.000,0.247,35.007,0.000,39.888,0.174,23.531,0.421,98.427

88.000,0.262,35.270,0.000,39.888,0.173,23.704,0.435,98.863

89.000,0.215,35.485,0.000,39.888,0.173,23.877,0.388,99.250

90.000,0.206,35.691,0.000,39.888,0.186,24.063,0.392,99.642

91.000,0.240,35.931,0.000,39.888,0.171,24.234,0.411,100.053

92.000,0.304,36.235,0.000,39.888,0.176,24.409,0.480,100.533

93.000,0.243,36.478,0.000,39.888,0.176,24.585,0.418,100.952

94.000,0.215,36.693,0.000,39.888,0.183,24.769,0.399,101.350

95.000,0.197,36.890,0.000,39.888,0.173,24.941,0.369,101.719

96.000,0.198,37.088,0.000,39.888,0.175,25.116,0.373,102.093

97.000,0.216,37.304,0.000,39.888,0.177,25.293,0.392,102.485

98.000,0.246,37.549,0.000,39.888,0.184,25.476,0.429,102.914

99.000,0.304,37.854,0.000,39.888,0.174,25.651,0.479,103.393

