43.000,0.416,79.981,5.656,380.295,0.775,63.700,0.000,0.550,0.364,37.020,0.106,23.335,7.317,584.881

44.000,0.393,80.374,4.751,385.046,0.711,64.411,0.000,0.550,0.434,37.454,0.414,23.749,6.703,591.584

45.000,0.412,80.786,5.343,390.389,0.814,65.225,0.007,0.557,0.428,37.882,0.115,23.864,7.119,598.703

46.000,0.438,81.224,5.654,396.043,0.762,65.987,0.000,0.557,0.425,38.307,0.337,24.201,7.616,606.320

47.000,0.431,81.655,5.520,401.563,0.729,66.716,0.000,0.557,0.394,38.701,0.391,24.592,7.464,613.784

48.000,0.422,82.077,4.965,406.527,0.694,67.411,0.000,0.557,0.468,39.169,0.171,24.763,6.720,620.504

49.000,0.456,82.533,5.332,411.859,0.701,68.111,0.000,0.557,0.526,39.695,0.024,24.787,7.039,627.542

50.000,0.492,83.024,5.327,417.186,0.755,68.867,0.007,0.564,0.360,40.055,0.477,25.264,7.418,634.960

51.000,0.411,83.436,5.146,422.332,0.820,69.687,0.000,0.564,0.396,40.451,0.097,25.361,6.870,641.830

52.000,0.424,83.860,5.610,427.941,0.674,70.361,0.000,0.564,0.430,40.881,0.391,25.752,7.529,649.359

53.000,0.451,84.311,5.171,433.112,0.614,70.974,0.001,0.565,0.430,41.311,0.351,26.103,7.017,656.376

54.000,0.453,84.763,5.504,438.616,0.599,71.573,0.000,0.565,0.372,41.684,0.185,26.288,7.113,663.489

55.000,0.323,85.086,4.814,443.429,0.611,72.184,0.007,0.572,0.379,42.063,0.033,26.321,6.166,669.655

56.000,0.406,85.493,5.259,448.688,0.739,72.923,0.000,0.572,0.405,42.468,0.349,26.670,7.159,676.814

57.000,0.364,85.857,5.658,454.346,0.769,73.692,0.000,0.572,0.416,42.884,0.220,26.890,7.427,684.241

58.000,0.464,86.321,6.084,460.430,0.789,74.481,0.000,0.572,0.424,43.308,0.394,27.284,8.154,692.395

59.000,0.381,86.702,4.624,465.053,0.686,75.167,0.000,0.572,0.412,43.719,0.304,27.588,6.407,698.802

60.000,0.400,87.102,4.501,469.554,0.643,75.810,0.007,0.579,0.362,44.081,0.141,27.729,6.053,704.855

61.000,0.318,87.420,4.302,473.856,0.539,76.349,0.000,0.579,0.424,44.504,0.002,27.731,5.584,710.439

62.000,0.433,87.853,5.769,479.626,0.649,76.998,0.000,0.579,0.446,44.950,0.360,28.091,7.658,718.097

63.000,0.385,88.239,5.924,485.550,0.819,77.816,0.000,0.579,0.474,45.424,0.310,28.401,7.911,726.008

64.000,0.382,88.621,5.833,491.383,0.601,78.417,0.000,0.579,0.405,45.828,0.234,28.635,7.455,733.464

65.000,0.403,89.024,5.019,496.402,0.643,79.060,0.006,0.585,0.388,46.217,0.231,28.866,6.691,740.154

66.000,0.420,89.444,4.943,501.344,0.618,79.678,0.000,0.585,0.478,46.695,0.221,29.087,6.679,746.834

67.000,0.436,89.881,4.633,505.977,0.842,80.520,0.000,0.585,0.423,47.118,0.074,29.161,6.409,753.243

68.000,0.371,90.251,4.717,510.694,0.752,81.272,0.000,0.585,0.389,47.508,0.307,29.468,6.536,759.779

69.000,0.450,90.702,6.886,517.581,0.813,82.086,0.000,0.585,0.478,47.985,0.166,29.634,8.794,768.573

70.000,0.392,91.094,5.141,522.721,0.759,82.845,0.007,0.592,0.423,48.408,0.237,29.872,6.959,775.532

71.000,0.535,91.630,6.910,529.631,0.932,83.777,0.000,0.592,0.459,48.867,0.277,30.149,9.114,784.646

72.000,0.406,92.035,5.163,534.794,0.768,84.545,0.000,0.592,0.463,49.330,0.218,30.367,7.018,791.664

73.000,0.431,92.466,4.313,539.107,0.673,85.218,0.000,0.592,0.448,49.778,0.407,30.774,6.272,797.936

74.000,0.398,92.864,5.288,544.395,0.678,85.896,0.000,0.592,0.461,50.239,0.370,31.144,7.194,805.130

75.000,0.514,93.379,4.847,549.242,0.759,86.656,0.008,0.600,0.418,50.657,0.480,31.624,7.028,812.157

76.000,0.433,93.811,4.986,554.227,0.571,87.227,0.000,0.600,0.432,51.089,0.416,32.040,6.838,818.996

77.000,0.424,94.235,4.646,558.873,0.720,87.946,0.000,0.600,0.491,51.580,0.343,32.383,6.623,825.618

78.000,0.361,94.596,4.592,563.465,0.639,88.585,0.000,0.600,0.390,51.971,0.537,32.920,6.520,832.138

79.000,0.427,95.023,5.829,569.295,0.823,89.408,0.000,0.600,0.492,52.462,0.271,33.191,7.842,839.980

80.000,0.447,95.471,5.622,574.917,0.838,90.246,0.007,0.607,0.428,52.891,0.281,33.472,7.624,847.604

81.000,0.401,95.872,4.810,579.727,0.784,91.030,0.000,0.607,0.437,53.328,0.133,33.605,6.565,854.169

82.000,0.410,96.282,5.456,585.183,0.675,91.705,0.000,0.607,0.412,53.740,0.281,33.886,7.235,861.404

83.000,0.443,96.725,5.318,590.502,0.821,92.527,0.000,0.607,0.447,54.187,0.194,34.080,7.224,868.628

84.000,0.457,97.182,4.491,594.993,0.612,93.139,0.000,0.607,0.492,54.678,0.407,34.487,6.459,875.087

85.000,0.430,97.611,4.456,599.449,0.690,93.829,0.006,0.613,0.481,55.160,0.043,34.530,6.105,881.192

86.000,0.395,98.006,4.679,604.128,0.862,94.691,0.000,0.613,0.388,55.547,0.276,34.805,6.600,887.792

87.000,0.421,98.427,4.543,608.671,0.621,95.312,0.000,0.613,0.433,55.981,0.150,34.956,6.169,893.960

88.000,0.435,98.863,5.230,613.901,0.758,96.070,0.000,0.613,0.372,56.353,0.270,35.226,7.066,901.026

89.000,0.388,99.250,4.756,618.657,0.631,96.701,0.000,0.613,0.415,56.768,0.216,35.442,6.406,907.432

90.000,0.392,99.642,4.775,623.432,0.801,97.503,0.008,0.621,0.387,57.155,0.424,35.867,6.788,914.220

91.000,0.411,100.053,4.658,628.090,0.734,98.236,0.001,0.622,0.400,57.554,0.045,35.912,6.248,920.468

92.000,0.480,100.533,5.525,633.615,0.725,98.961,0.000,0.622,0.512,58.066,0.233,36.145,7.475,927.943

93.000,0.418,100.952,5.188,638.803,0.846,99.807,0.000,0.622,0.400,58.466,0.128,36.274,6.981,934.924

94.000,0.399,101.350,4.338,643.141,0.590,100.397,0.001,0.623,0.408,58.874,0.286,36.560,6.022,940.945

95.000,0.369,101.719,5.297,648.438,0.792,101.189,0.006,0.630,0.430,59.304,0.181,36.741,7.075,948.021

96.000,0.373,102.093,4.499,652.937,0.699,101.888,0.000,0.630,0.444,59.747,0.330,37.071,6.345,954.365

97.000,0.392,102.485,5.526,658.462,0.876,102.764,0.000,0.630,0.446,60.194,0.045,37.116,7.286,961.651

98.000,0.429,102.914,4.807,663.269,0.743,103.507,0.000,0.630,0.371,60.564,0.286,37.402,6.636,968.287

99.000,0.479,103.393,4.212,667.481,0.676,104.184,0.000,0.630,0.391,60.955,0.132,37.534,5.889,974.175

