0.000,0.000,62.499,0.000,167.677,0.000,33.538,0.019,0.329,0.000,19.075,0.000,8.693,0.019,291.811

lap,curlap_birth,alllaps_birth,curlap_delete,alllaps_delete,curlap_global,alllaps_global,curlap_io,alllaps_io,curlap_local,alllaps_local,curlap_merge,alllaps_merge,curlap_total,alllaps_total
1.000,0.209,62.708,0.001,167.678,0.604,34.142,0.031,0.360,0.368,19.442,0.001,8.694,1.214,293.025

2.000,0.212,62.920,0.001,167.679,0.584,34.726,0.007,0.367,0.436,19.878,0.001,8.695,1.241,294.266

3.000,0.265,63.185,0.001,167.680,0.665,35.391,0.000,0.367,0.447,20.326,0.001,8.696,1.379,295.645

4.000,0.434,63.619,5.300,172.980,0.878,36.269,0.007,0.374,0.479,20.805,0.543,9.239,7.641,303.286

5.000,0.343,63.962,5.438,178.418,0.653,36.922,0.008,0.382,0.374,21.179,0.602,9.841,7.418,310.704

6.000,0.398,64.360,4.810,183.228,0.609,37.531,0.000,0.382,0.422,21.601,0.480,10.321,6.720,317.423

7.000,0.455,64.814,5.400,188.628,0.826,38.357,0.000,0.382,0.405,22.005,0.596,10.917,7.682,325.105

8.000,0.428,65.242,5.783,194.412,0.744,39.101,0.007,0.389,0.429,22.434,0.385,11.302,7.776,332.881

9.000,0.412,65.654,4.628,199.040,0.649,39.750,0.000,0.389,0.420,22.855,0.341,11.643,6.451,339.331

10.000,0.371,66.025,5.896,204.936,0.681,40.431,0.008,0.397,0.462,23.317,0.398,12.040,7.815,347.147

11.000,0.417,66.443,4.781,209.716,0.681,41.113,0.000,0.397,0.409,23.725,0.525,12.566,6.813,353.960

12.000,0.478,66.921,6.426,216.142,0.828,41.941,0.000,0.397,0.461,24.186,0.376,12.942,8.569,362.529

13.000,0.395,67.316,5.138,221.281,0.737,42.678,0.000,0.397,0.438,24.624,0.228,13.170,6.936,369.465

14.000,0.380,67.696,5.478,226.758,0.724,43.402,0.000,0.397,0.369,24.993,0.305,13.474,7.255,376.721

15.000,0.429,68.125,5.172,231.931,0.634,44.036,0.006,0.404,0.405,25.397,0.206,13.680,6.852,383.573

16.000,0.517,68.642,6.310,238.240,0.818,44.854,0.000,0.404,0.449,25.846,0.554,14.234,8.648,392.220

17.000,0.353,68.995,4.902,243.142,0.542,45.395,0.000,0.404,0.379,26.225,0.587,14.821,6.762,398.983

18.000,0.402,69.398,5.311,248.454,0.565,45.960,0.000,0.404,0.354,26.579,0.286,15.107,6.918,405.901

19.000,0.359,69.756,5.022,253.475,0.659,46.619,0.000,0.404,0.394,26.973,0.271,15.378,6.705,412.606

20.000,0.433,70.190,5.582,259.057,0.752,47.371,0.008,0.412,0.554,27.527,0.370,15.748,7.699,420.305

21.000,0.412,70.602,6.439,265.496,0.823,48.194,0.000,0.412,0.400,27.927,0.438,16.186,8.511,428.817

22.000,0.520,71.122,4.794,270.290,0.597,48.792,0.000,0.412,0.398,28.325,0.216,16.403,6.526,435.342

23.000,0.439,71.560,5.366,275.656,0.747,49.539,0.000,0.412,0.366,28.692,0.496,16.898,7.415,442.757

24.000,0.505,72.065,4.771,280.427,0.876,50.416,0.000,0.412,0.429,29.121,0.335,17.234,6.917,449.674

25.000,0.405,72.470,4.994,285.421,0.640,51.056,0.087,0.499,0.400,29.521,0.468,17.702,6.994,456.668

26.000,0.491,72.961,4.876,290.297,0.712,51.768,0.000,0.499,0.424,29.945,0.290,17.992,6.793,463.461

27.000,0.380,73.341,5.358,295.655,0.726,52.494,0.000,0.499,0.418,30.363,0.574,18.566,7.457,470.917

28.000,0.408,73.748,4.975,300.630,0.682,53.176,0.000,0.499,0.369,30.732,0.293,18.859,6.727,477.644

29.000,0.442,74.190,5.326,305.956,0.767,53.943,0.000,0.499,0.413,31.145,0.621,19.481,7.569,485.213

30.000,0.388,74.578,5.242,311.198,0.667,54.609,0.008,0.507,0.413,31.558,0.319,19.800,7.037,492.251

31.000,0.398,74.976,5.383,316.581,0.694,55.304,0.000,0.507,0.439,31.997,0.202,20.002,7.116,499.367

32.000,0.437,75.413,6.042,322.624,0.655,55.959,0.000,0.507,0.489,32.486,0.261,20.263,7.885,507.252

33.000,0.364,75.777,5.460,328.083,0.663,56.622,0.000,0.507,0.397,32.884,0.199,20.463,7.083,514.335

34.000,0.387,76.164,4.698,332.782,0.690,57.311,0.000,0.507,0.372,33.256,0.372,20.835,6.520,520.855

35.000,0.367,76.531,4.296,337.078,0.524,57.836,0.034,0.541,0.376,33.632,0.482,21.317,6.079,526.934

36.000,0.448,76.979,5.507,342.585,0.691,58.526,0.000,0.541,0.421,34.053,0.241,21.558,7.308,534.242

37.000,0.467,77.446,5.658,348.242,0.859,59.385,0.000,0.541,0.395,34.448,0.102,21.660,7.480,541.722

38.000,0.485,77.931,5.164,353.407,0.655,60.040,0.000,0.541,0.451,34.898,0.356,22.016,7.111,548.833

39.000,0.410,78.341,5.040,358.447,0.676,60.717,0.000,0.541,0.464,35.362,0.130,22.146,6.720,555.554

40.000,0.398,78.739,6.006,364.453,0.727,61.444,0.009,0.550,0.437,35.799,0.346,22.492,7.924,563.477

41.000,0.435,79.175,5.680,370.132,0.926,62.370,0.000,0.550,0.490,36.289,0.500,22.992,8.030,571.507

42.000,0.391,79.565,4.506,374.639,0.556,62.925,0.000,0.550,0.368,36.657,0.237,23.229,6.057,577.564

