lap,curlap_alloc,alllaps_alloc,curlap_ev,alllaps_ev,curlap_increment,alllaps_increment,curlap_obs,alllaps_obs,curlap_total,alllaps_total
1.000,0.000,0.000,0.533,0.533,0.001,0.001,0.005,0.005,0.539,0.539

2.000,0.001,0.001,0.520,1.054,0.004,0.004,0.003,0.004,0.003,0.008,0.531,1.071

3.000,0.002,0.003,0.696,1.750,0.007,0.011,0.002,0.006,0.003,0.011,0.710,1.781

4.000,0.001,0.004,0.841,2.591,0.002,0.013,0.004,0.010,0.005,0.016,0.853,2.634

5.000,0.000,0.004,0.723,3.314,0.015,0.028,0.006,0.016,0.003,0.019,0.747,3.381

6.000,0.002,0.006,0.434,3.747,0.019,0.047,0.003,0.019,0.002,0.021,0.460,3.840

7.000,0.000,0.006,0.323,4.070,0.021,0.068,0.003,0.022,0.003,0.024,0.350,4.190

8.000,0.001,0.007,0.325,4.395,0.010,0.078,0.003,0.025,0.003,0.027,0.343,4.533

9.000,0.001,0.008,0.302,4.698,0.002,0.080,0.004,0.029,0.002,0.029,0.311,4.844

10.000,0.000,0.008,0.308,5.005,0.004,0.084,0.003,0.032,0.003,0.032,0.318,5.162

11.000,0.001,0.009,0.498,5.504,0.002,0.086,0.000,0.032,0.004,0.036,0.505,5.667

12.000,0.001,0.010,0.361,5.864,0.003,0.089,0.002,0.034,0.002,0.038,0.369,6.036

13.000,0.000,0.010,0.361,6.226,0.004,0.093,0.005,0.039,0.000,0.038,0.370,6.406

14.000,0.000,0.010,0.254,6.480,0.000,0.093,0.006,0.045,0.002,0.040,0.262,6.668

15.000,0.001,0.011,0.334,6.814,0.003,0.096,0.003,0.048,0.001,0.041,0.342,7.011

16.000,0.001,0.012,0.336,7.150,0.001,0.098,0.004,0.052,0.003,0.044,0.345,7.355

17.000,0.001,0.013,0.387,7.536,0.003,0.101,0.002,0.054,0.005,0.049,0.398,7.753

18.000,0.000,0.013,0.432,7.968,0.019,0.120,0.004,0.058,0.003,0.052,0.458,8.211

19.000,0.000,0.013,0.368,8.336,0.012,0.132,0.004,0.062,0.001,0.053,0.385,8.596

20.000,0.000,0.013,0.280,8.616,0.001,0.133,0.005,0.067,0.002,0.055,0.288,8.884

21.000,0.003,0.016,0.407,9.023,0.002,0.135,0.004,0.071,0.001,0.056,0.417,9.302

22.000,0.001,0.017,0.297,9.320,0.002,0.137,0.004,0.075,0.000,0.056,0.304,9.605

23.000,0.002,0.019,0.319,9.639,0.002,0.139,0.006,0.081,0.002,0.058,0.331,9.937

24.000,0.002,0.021,0.412,10.052,0.007,0.146,0.005,0.086,0.001,0.059,0.427,10.364

25.000,0.001,0.022,0.438,10.490,0.002,0.148,0.004,0.090,0.001,0.060,0.446,10.810

26.000,0.000,0.022,0.438,10.928,0.006,0.154,0.006,0.096,0.002,0.062,0.452,11.262

27.000,0.000,0.022,0.532,11.459,0.005,0.159,0.005,0.101,0.000,0.062,0.542,11.804

28.000,0.000,0.022,0.406,11.866,0.004,0.163,0.005,0.106,0.004,0.066,0.419,12.223

29.000,0.002,0.024,0.337,12.203,0.005,0.168,0.004,0.111,0.000,0.066,0.348,12.571

