lap,curlap_plan,alllaps_plan,curlap_total,alllaps_total
1.000,0.001,0.001,0.001,0.001

2.000,0.001,0.002,0.001,0.002

3.000,0.001,0.003,0.001,0.003

4.000,0.058,0.058,4.757,4.757,0.004,0.007,4.819,4.822

5.000,0.076,0.133,3.036,7.794,0.001,0.008,3.113,7.935

6.000,0.037,0.170,2.868,10.662,0.001,0.009,2.907,10.841

7.000,0.032,0.203,1.183,11.845,0.001,0.010,1.217,12.058

8.000,0.045,0.247,1.254,13.099,0.001,0.011,1.299,13.357

9.000,0.073,0.321,1.149,14.247,0.001,0.012,1.223,14.580

10.000,0.034,0.355,0.736,14.984,0.003,0.015,0.774,15.353

11.000,0.000,0.355,0.000,14.984,0.002,0.017,0.002,15.355

12.000,0.032,0.387,1.260,16.244,0.001,0.018,1.293,16.648

13.000,0.047,0.434,0.818,17.062,0.001,0.019,0.866,17.515

14.000,0.035,0.469,1.169,18.231,0.001,0.020,1.205,18.720

15.000,0.034,0.503,0.914,19.145,0.002,0.022,0.950,19.670

16.000,0.021,0.524,0.941,20.086,0.002,0.024,0.964,20.634

17.000,0.000,0.524,0.000,20.086,0.002,0.026,0.002,20.636

18.000,0.050,0.574,1.575,21.661,0.001,0.027,1.626,22.262

19.000,0.048,0.623,1.010,22.671,0.001,0.028,1.059,23.321

20.000,0.061,0.684,1.153,23.823,0.001,0.029,1.215,24.536

21.000,0.042,0.726,1.242,25.066,0.001,0.030,1.285,25.821

22.000,0.029,0.755,1.341,26.406,0.002,0.032,1.372,27.193

23.000,0.038,0.793,1.233,27.639,0.002,0.034,1.273,28.466

24.000,0.040,0.833,1.572,29.211,0.001,0.035,1.613,30.079

25.000,0.039,0.872,1.033,30.245,0.002,0.037,1.074,31.153

26.000,0.028,0.900,1.853,32.098,0.002,0.039,1.884,33.037

27.000,0.056,0.956,1.177,33.275,0.002,0.041,1.235,34.272

28.000,0.037,0.993,1.169,34.444,0.002,0.043,1.208,35.480

29.000,0.052,1.045,1.189,35.633,0.002,0.045,1.243,36.723

