lap,curlap_eval,alllaps_eval,curlap_plan,alllaps_plan,curlap_total,alllaps_total
1.000,0.191,0.191,0.002,0.002,0.193,0.193

2.000,0.184,0.374,0.001,0.003,0.185,0.377

3.000,0.228,0.603,0.002,0.005,0.230,0.608

4.000,0.318,0.921,0.186,0.192,0.504,1.112

5.000,0.246,1.167,0.163,0.355,0.409,1.522

6.000,0.148,1.315,0.146,0.501,0.294,1.815

7.000,0.096,1.411,0.122,0.622,0.218,2.034

8.000,0.098,1.510,0.096,0.719,0.195,2.228

9.000,0.107,1.616,0.092,0.810,0.198,2.427

10.000,0.107,1.724,0.095,0.905,0.202,2.628

11.000,0.869,2.593,19.157,19.157,0.100,1.005,20.126,22.754

12.000,0.145,2.737,0.000,19.157,0.098,1.103,0.243,22.997

13.000,0.088,2.825,0.000,19.157,0.104,1.207,0.191,23.189

14.000,0.097,2.923,0.000,19.157,0.090,1.296,0.187,23.376

15.000,0.102,3.024,0.000,19.157,0.097,1.394,0.199,23.575

16.000,0.100,3.124,0.000,19.157,0.095,1.488,0.195,23.770

17.000,1.452,4.577,20.732,39.888,0.117,1.605,22.301,46.070

18.000,0.162,4.738,0.000,39.888,0.128,1.733,0.289,46.360

19.000,0.114,4.852,0.000,39.888,0.104,1.837,0.218,46.578

20.000,0.128,4.981,0.000,39.888,0.117,1.953,0.245,46.823

21.000,0.112,5.093,0.000,39.888,0.117,2.070,0.229,47.051

22.000,0.138,5.230,0.000,39.888,0.116,2.186,0.253,47.305

23.000,0.131,5.361,0.000,39.888,0.120,2.305,0.250,47.555

24.000,0.155,5.516,0.000,39.888,0.119,2.425,0.274,47.829

25.000,0.139,5.655,0.000,39.888,0.120,2.544,0.259,48.088

26.000,0.166,5.821,0.000,39.888,0.118,2.662,0.284,48.372

27.000,0.162,5.983,0.000,39.888,0.106,2.769,0.269,48.640

28.000,0.182,6.165,0.000,39.888,0.112,2.880,0.294,48.934

29.000,0.141,6.306,0.000,39.888,0.112,2.992,0.253,49.187

