lap,curlap_plan,alllaps_plan,curlap_total,alllaps_total
1.000,0.000,0.000,0.000,0.000

2.000,0.001,0.001,0.001,0.001

3.000,0.001,0.002,0.001,0.002

4.000,0.001,0.001,0.006,0.008,0.007,0.009

5.000,0.003,0.004,0.003,0.011,0.006,0.015

6.000,0.252,0.256,0.003,0.014,0.255,0.270

7.000,0.033,0.290,0.001,0.015,0.034,0.305

8.000,0.093,0.383,0.002,0.017,0.095,0.400

9.000,0.000,0.383,0.002,0.019,0.002,0.402

10.000,0.000,0.383,0.001,0.020,0.001,0.403

11.000,0.000,0.383,0.001,0.021,0.001,0.404

12.000,0.130,0.513,0.001,0.022,0.131,0.535

13.000,0.000,0.513,0.001,0.023,0.001,0.536

14.000,0.095,0.608,0.001,0.024,0.096,0.633

15.000,0.000,0.608,0.001,0.025,0.001,0.634

16.000,0.000,0.608,0.001,0.026,0.001,0.635

17.000,0.000,0.608,0.002,0.028,0.002,0.637

18.000,0.238,0.847,0.003,0.031,0.241,0.878

19.000,0.000,0.847,0.001,0.032,0.001,0.879

20.000,0.095,0.941,0.001,0.033,0.096,0.975

21.000,0.000,0.941,0.001,0.034,0.001,0.976

22.000,0.000,0.941,0.002,0.036,0.002,0.978

23.000,0.000,0.941,0.001,0.037,0.001,0.979

24.000,0.236,1.178,0.004,0.041,0.240,1.219

25.000,0.000,1.178,0.001,0.042,0.001,1.220

26.000,0.103,1.281,0.001,0.043,0.104,1.324

27.000,0.000,1.281,0.001,0.044,0.001,1.325

28.000,0.000,1.281,0.001,0.045,0.001,1.326

29.000,0.000,1.281,0.001,0.046,0.001,1.327

